0pp0;Name;GraveNo;Enclosure Type;LaborAssessment;Burial No;Extra skeletal remains?;Notes on burial;Assemblage?;AnimalRemains;Lithics;HMPottery;Storage;FineVessels;DrinkingCups;Jewellery;Weapons;SpecialFinds;Imports;Grave Rank symbols;StartDate;Enddate;Chronology rating;;;;;;;;;
1010;Mound 8;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);2;N;;N;N;N;N;N;N;N;;;;;0 - No symbols of status present;-100;-50;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1010;Mound 8;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);3;N;;N;N;N;N;N;N;N;;;;;0 - No symbols of status present;-100;-50;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1010;Mound 8;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;N;N;N;N;N;N;;;;;0 - No symbols of status present;-100;-50;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1010;Mound 8;4;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;Y;N;N;N;N;N;N;(2) bronze bracelets;;;;0 - No symbols of status present;-100;-50;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1010;Mound 8;5;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Burial assemblage and cremated human remains from the three individuals are found mixed together and it's not possible to determine to whom they belonged.;Y;N;N;N;(1) amphora;(4) bowls;;"(2)silver fibulae; (2) silver bracelet; (1) golden earing; (4) glass beads";;;;1 - One or two status symbols (ochre, personal jewellery);-100;-50;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1010;Mound 8;5;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);2;;;see burial #1;N;N;N;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-100;-50;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1010;Mound 8;5;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);3;;;see burial #1;N;N;N;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-100;-50;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1010;Mound 8;6;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;N;N;(1) pot;;;;"(1)bronze pendant; (1) clay bead";(1) iron knife;"fragment of a bronze vessel; ";;1 - One or two status symbols (ochre, personal jewellery);-100;-50;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1011;Mound 23;1;Dug in tomb;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;Just a single rib;N;N;N;N;N;N;N;;;;;0 - No symbols of status present;-300;-280;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1011;Mound 23;2;Dug in tomb;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;Y;;Y;N;N;"(2)cup; (1)bowl";;"(1)lacrimarium; (1) fish plater; (2) bowl;(1) jug";;"(2) golden earings; (1)golden necklace;(2)spiral beads; (150)glass and clay beads; (3) golden beads;(1) gold plated ring;";"Several iron spearheads;(2) irom knives";"(1) bronze mirror;(1)iron chandelier;(1) bronze cup;(1) silver phial;(1) glass unguentarium;(1) anthropomorphic clay figurine;(1) silver wine strainer;";"(1)""wesstern slope"" style bowl;(2)western slope"" style kanthroi;(2) amphorae(one is Thasian)";3 - A massive quantity of symbols (precious metals, imported goods, elaborate enclosure, lots of burial goods, human sacrifices);-300;-280;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1012;Chenger 1;1;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;N;;Y;N;N;N;(1)amphora;(1) kiliks (1)jug;;(1) bronze fibula;;(?) clay tokens;;1 - One or two status symbols (ochre, personal jewellery);;;;;;;;;;;;
1012;Chenger 1;1;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;N;;Y;N;N;N;(1) Krater;"(1)Jug;(2)unguentarii";(1)Kantharos;;"(1)Mahaira;(1)Spearhead;(1)knife;(1)umbo";(22)clay objects - miniature vessels, figurines,spindle whorls;(1)Rhodian amphora;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);-400;-200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1013;Mound 9;1;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;N;N;N;;(1) small amphora;;;;;;0 - No symbols of status present;150;400;2 - specialist consulted on a single item;;;;;;;;;
1013;Mound 9;2;Simple pit with remains of a pyre;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;N;N;N;;;;;;;;0 - No symbols of status present;150;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1013;Mound 9;3;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;N;N;N;;;;;;;;0 - No symbols of status present;150;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1013;Mound 9;4;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;N;N;N;;;;;;;;0 - No symbols of status present;150;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1013;Mound 9;5;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;N;N;N;;"(1)oil lamp;(1) bowl";;;;;;0 - No symbols of status present;150;400;2 - specialist consulted on a single item;;;;;;;;;
1013;Mound 9;6;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;N;N;N;;(1)jug;;;;(1) bronze coin (Antoninus pius);;0 - No symbols of status present;150;400;2 - specialist consulted on a single item;;;;;;;;;
1014;Golyamata mogila;1;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;N;secondary burial;Y;N;N;N;N;(1) bowl;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1014;Golyamata mogila;2;Sarcophagos+urn;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);1;N;the Albaster urn was place and sealed in the marble sarchofagos;Y;(3) whole horse sceletons were found in a pit next to the sarcophagos;;;;(2) glass unguentarii;;;;;;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);75;125;2 - specialist consulted on a single item;;;;;;;;;
1015;Dupna mogila;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;N;N;N;;;;;;;;0 - No symbols of status present;900;1300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;N;N;N;;;;;;;;0 - No symbols of status present;900;1300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;N;N;N;;;;;;;;0 - No symbols of status present;900;1300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;N;N;N;;;;;;;;0 - No symbols of status present;900;1300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;N;N;N;;;;;;;;0 - No symbols of status present;900;1300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;8;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;9;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;10;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;11;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;12;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;Y;;;;;(1) glass bowl;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;13;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;14;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;15;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;"(2)oil lamps;(1)glass bowl;(1)ceramic bowl";;;;;;1 - One or two status symbols (ochre, personal jewellery);200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;16;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;17;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;18;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;19;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;20;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;21;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;22;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;23;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;24;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;(1)oil lamp;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;25;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;26;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;27;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;28;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;(1)glass gutus;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;29;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;(1) golden earing;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;30;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;Y;;;;;(1)ceramic Kernos;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;31;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;Y;;;;;(1)ceramic Kernos;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;32;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;33;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;34;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;35;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;N;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;36;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;not available;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;37;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);;N;;not available;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;38;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);;N;;not available;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;39;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);;N;;not available;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;40;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);;N;;not available;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1015;Dupna mogila;41;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);;N;;not available;;;;;;;;;;;0 - No symbols of status present;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1017;no name;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;N;;Y;;;;;fragment of a glass vessel;;(1)Bronze fibula;;(1) bronze coin(Seuthes III);;0 - No symbols of status present;-100;100;2 - specialist consulted on a single item;;;;;;;;;
